3.020000	0.327131	0.331126	-0.121293	-0.044982	
3.030000	0.325904	0.330033	-0.111361	-0.046625	
3.040000	0.324686	0.328947	-0.101418	-0.048256	
3.050000	0.323477	0.327869	-0.091465	-0.049875	
3.060000	0.322277	0.326797	-0.081502	-0.051481	
3.070000	0.321086	0.325733	-0.071532	-0.053072	
3.080000	0.319904	0.324675	-0.061554	-0.054648	
3.090000	0.318731	0.323625	-0.051570	-0.056208	
3.100000	0.317567	0.322581	-0.041581	-0.057750	
3.110000	0.316413	0.321543	-0.031588	-0.059274	
3.120000	0.315267	0.320513	-0.021591	-0.060779	
3.130000	0.314130	0.319489	-0.011592	-0.062263	
3.140000	0.313003	0.318471	-0.001593	-0.063726	
3.150000	0.311885	0.317460	0.008407	-0.065167	
3.160000	0.310775	0.316456	0.018406	-0.066584	
3.170000	0.309675	0.315457	0.028404	-0.067977	
3.180000	0.308584	0.314465	0.038398	-0.069345	
3.190000	0.307502	0.313480	0.048388	-0.070686	
3.200000	0.306429	0.312500	0.058374	-0.072000	
3.210000	0.305365	0.311526	0.068354	-0.073286	
3.220000	0.304310	0.310559	0.078327	-0.074542	
3.230000	0.303264	0.309598	0.088292	-0.075768	
3.240000	0.302228	0.308642	0.098249	-0.076963	
3.250000	0.301200	0.307692	0.108195	-0.078125	
3.260000	0.300181	0.306748	0.118131	-0.079254	
3.270000	0.299172	0.305810	0.128055	-0.080349	
3.280000	0.298172	0.304878	0.137966	-0.081408	
3.290000	0.297180	0.303951	0.147863	-0.082431	
3.300000	0.296198	0.303030	0.157746	-0.083417	
3.310000	0.295225	0.302115	0.167612	-0.084364	
3.320000	0.294261	0.301205	0.177462	-0.085272	
3.330000	0.293306	0.300300	0.187295	-0.086140	
3.340000	0.292360	0.299401	0.197108	-0.086966	
3.350000	0.291423	0.298507	0.206902	-0.087750	
3.360000	0.290495	0.297619	0.216675	-0.088491	
3.370000	0.289577	0.296736	0.226426	-0.089187	
3.380000	0.288667	0.295858	0.236155	-0.089838	
3.390000	0.287767	0.294985	0.245861	-0.090443	
3.400000	0.286875	0.294118	0.255541	-0.091000	
3.410000	0.285993	0.293255	0.265196	-0.091509	
3.420000	0.285120	0.292398	0.274825	-0.091969	
3.430000	0.284255	0.291545	0.284426	-0.092378	
3.440000	0.283400	0.290698	0.293998	-0.092736	
3.450000	0.282554	0.289855	0.303542	-0.093042	
3.460000	0.281717	0.289017	0.313054	-0.093294	
3.470000	0.280889	0.288184	0.322536	-0.093492	
3.480000	0.280070	0.287356	0.331985	-0.093635	
3.490000	0.279261	0.286533	0.341401	-0.093721	
3.500000	0.278460	0.285714	0.350783	-0.093750	
3.510000	0.277668	0.284900	0.360130	-0.093721	
3.520000	0.276886	0.284091	0.369441	-0.093632	
3.530000	0.276112	0.283286	0.378715	-0.093483	
3.540000	0.275348	0.282486	0.387951	-0.093273	
3.550000	0.274593	0.281690	0.397148	-0.093000	
3.560000	0.273847	0.280899	0.406306	-0.092664	
3.570000	0.273109	0.280112	0.415423	-0.092264	
3.580000	0.272381	0.279330	0.424498	-0.091798	
3.590000	0.271662	0.278552	0.433531	-0.091266	
3.600000	0.270953	0.277778	0.442520	-0.090667	
3.610000	0.270252	0.277008	0.451466	-0.089999	
3.620000	0.269560	0.276243	0.460366	-0.089262	
3.630000	0.268877	0.275482	0.469220	-0.088455	
3.640000	0.268204	0.274725	0.478027	-0.087576	
3.650000	0.267539	0.273973	0.486787	-0.086625	
3.660000	0.266884	0.273224	0.495497	-0.085601	
3.670000	0.266237	0.272480	0.504159	-0.084502	
3.680000	0.265600	0.271739	0.512769	-0.083328	
3.690000	0.264972	0.271003	0.521329	-0.082078	
3.700000	0.264353	0.270270	0.529836	-0.080750	
3.710000	0.263743	0.269542	0.538291	-0.079344	
3.720000	0.263142	0.268817	0.546691	-0.077859	
3.730000	0.262550	0.268097	0.555037	-0.076293	
3.740000	0.261967	0.267380	0.563327	-0.074646	
3.750000	0.261393	0.266667	0.571561	-0.072917	
3.760000	0.260829	0.265957	0.579738	-0.071104	
3.770000	0.260273	0.265252	0.587857	-0.069207	
3.780000	0.259727	0.264550	0.595917	-0.067225	
3.790000	0.259189	0.263852	0.603918	-0.065156	
3.800000	0.258661	0.263158	0.611858	-0.063000	
3.810000	0.258142	0.262467	0.619737	-0.060756	
